cd_conta,ds_conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.06.01,Receitas Financeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6297.0,0.0,0.0,0.0,2806.0,0.0,0.0,0.0,6765.0,0.0,0.0,0.0
3.06.02,Despesas Financeiras,-36922.0,-13445.0,-15917.0,-17926.0,-15569.0,-32646.0,-18270.0,-22491.0,-47567.0,0.0,-31015.0,-42716.0,-20286.0,0.0,-26724.0,-198134.0,-168815.0,-235107.0,-347647.0,-57154.0,-712118.0,-337521.0,-558861.0
3.07,Resultado Antes dos Tributos sobre o Lucro,-30925.0,21978.0,187188.0,234071.0,165222.0,337246.0,-1164.0,37362.0,255697.0,0.0,26182.0,144101.0,100959.0,67498.0,76175.0,-51313.0,8769.0,-22285.0,-11562.0,332756.0,-321765.0,177756.0,182634.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-47741.0,-549.0,-55022.0,-75991.0,-88871.0,-146702.0,-75031.0,-12316.0,-50630.0,0.0,-25817.0,-55824.0,-4001.0,-11168.0,-38318.0,-22048.0,-54405.0,-112078.0,-54556.0,-235606.0,-107159.0,-131595.0,-151979.0
3.09,Resultado Líquido das Operações Continuadas,78666.0,21429.0,132166.0,152730.0,76351.0,190544.0,76195.0,-102712.0,205067.0,18069.0,365.0,70208.0,96958.0,56330.0,37857.0,-29265.0,45636.0,134363.0,66118.0,-97150.0,428924.0,46161.0,30655.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55429.0,0.0,-5362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro/Prejuízo Consolidado do Período,78666.0,21429.0,132166.0,152730.0,76351.0,190544.0,76195.0,-102712.0,205067.0,73498.0,365.0,64846.0,96958.0,56330.0,37857.0,-29265.0,45636.0,134363.0,66118.0,-97150.0,428924.0,46161.0,30655.0
3.11.01,Atribuído a Sócios da Empresa Controladora,-78666.0,21429.0,132166.0,310062.0,76351.0,190544.0,-76195.0,49678.0,0.0,0.0,0.0,343776.0,0.0,0.0,0.0,161880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11.02,Atribuído a Sócios Não Controladores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.99,Lucro por Ação (Reais/Ação),-18.07,0.30291567,1.86826978,23.7395,1.07256,2.65,-1.05,0.62744,2.84,1.01247201,-0.01,1.92,1.35,0.78,0.52,-0.41,-0.63,-1.86,-0.91,5.46,-5.86,0.62,0.38
