cd_conta,ds_conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.06.01,Receitas Financeiras,1147.0,769.0,2638.0,260.0,2721.0,4901.0,6821.0,9802.0,10838.0,12615.0,12411.0,8501.0,9546.0,8252.0,6903.0,5685.0,4659.0,6117.0,4774.0,4480.0,4555.0,6595.0,5457.0
3.06.02,Despesas Financeiras,-21105.0,-13724.0,-15149.0,-25065.0,-27634.0,-29937.0,-26912.0,-38953.0,-28747.0,-35460.0,-24808.0,-32730.0,-37165.0,-33994.0,-26992.0,-29041.0,-33013.0,-37886.0,-38107.0,-40642.0,-43250.0,-55186.0,-52251.0
3.07,Resultado Antes dos Tributos sobre o Lucro,17714.0,-24092.0,9766.0,13821.0,-14341.0,-22644.0,-8452.0,255786.0,-2739.0,-3825.0,7042.0,146721.0,8019.0,-6008.0,-1518.0,336358.0,-10716.0,-15184.0,-11810.0,190019.0,-24986.0,-27764.0,-26028.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-556.0,-944.0,-689.0,-42417.0,-4619.0,-3981.0,-4042.0,-17228.0,-1268.0,-1256.0,-1571.0,-22620.0,-2610.0,-2113.0,-2734.0,-62178.0,-2333.0,-182.0,-2040.0,-12230.0,-2331.0,-2368.0,-2594.0
3.09,Resultado Líquido das Operações Continuadas,18270.0,25036.0,9077.0,-24986.0,9722.0,18663.0,4410.0,147684.0,4007.0,5081.0,5471.0,105925.0,5409.0,8121.0,4252.0,249434.0,13049.0,15366.0,13850.0,93259.0,27317.0,30132.0,28622.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro/Prejuízo Consolidado do Período,18270.0,25036.0,9077.0,-24986.0,9722.0,18663.0,4410.0,147684.0,4007.0,5081.0,5471.0,105925.0,5409.0,8121.0,4252.0,249434.0,13049.0,15366.0,13850.0,93259.0,27317.0,30132.0,28622.0
3.11.01,Atribuído a Sócios da Empresa Controladora,17926.0,-20795.0,5000.0,-22927.0,-9306.0,-18192.0,-5018.0,188679.0,-5516.0,-7415.0,3856.0,72113.0,-1504.0,-10773.0,-7099.0,151193.0,-16017.0,-19450.0,-17257.0,100369.0,-28197.0,-33058.0,-30046.0
3.11.02,Atribuído a Sócios Não Controladores,344.0,-4241.0,4077.0,-6781.0,-416.0,-471.0,608.0,24595.0,1509.0,2334.0,1615.0,51988.0,6913.0,2652.0,2847.0,122987.0,2968.0,4084.0,3407.0,77420.0,880.0,2926.0,1424.0
3.99,Lucro por Ação (Reais/Ação),0.09,0.2426228,0.02564537,-0.43563807,-0.09018405,-0.17629789,-0.04862922,1.82848012,-0.05345532,-0.07185845,0.03736833,0.698844,-0.0145752,-0.10440068,-0.06879611,1.46520489,-0.12646,-0.14891125,-0.13421976,1.72294829,-0.26472783,-0.29201,-0.27737453
