cd_conta,conta,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2
2.02.01,Empréstimos e Financiamentos,801541.000,702753.000,607298.000,810051.000,901564.000,1010419.000,1105571.000,1065472.000,1036544.000,1299824.000,1501883.000,1255245.000,1294361.000,1303406.000,1375686.000,1326441.000,1111674.000,1039867.000,1328760.000,1009066.000,557357.000,547515.000,495364.000,391388.000,391541.000,242788.000,352858.000,404101.000,451632.000,456171.000,466093.000,430566.000,434853.000,382386.000,335239.000,234983.000,237347.000,221324.000,277434.000,376213.000,467554.000,513088.000,497598.000,514468.000,519600.000,522098.000,528082.000,523630.000,597367.000,581808.000,574484.000,585283.000,493119.000,543218.000,528884.000,490427.000,456418.000,385160.000,20228.000
2.02.02,Outras Obrigações,230239.000,220133.000,207997.000,215004.000,290672.000,278028.000,263400.000,263625.000,175410.000,155559.000,162649.000,103347.000,138680.000,95747.000,84536.000,69201.000,58142.000,52155.000,46565.000,46584.000,58767.000,48556.000,45837.000,34066.000,71218.000,33511.000,42748.000,49258.000,45638.000,48751.000,42468.000,36477.000,40988.000,42157.000,44215.000,34433.000,34148.000,33286.000,43353.000,42381.000,73372.000,48992.000,52442.000,52774.000,64246.000,52317.000,52693.000,51078.000,111788.000,80161.000,91080.000,75702.000,72314.000,112881.000,88054.000,80545.000,47604.000,29153.000,28242.000
2.02.03,Tributos Diferidos,41074.000,36522.000,39959.000,37805.000,37574.000,38487.000,43903.000,43816.000,27027.000,27100.000,23730.000,18466.000,14061.000,16526.000,16862.000,18435.000,19949.000,21201.000,9078.000,5414.000,3062.000,2108.000,1563.000,1464.000,1451.000,1965.000,2061.000,2205.000,1822.000,1821.000,1995.000,1320.000,265.000,739.000,720.000,765.000,1204.000,3038.000,3867.000,4890.000,5586.000,3362.000,3212.000,1198.000,1390.000,1367.000,1162.000,1676.000,1399.000,1288.000,1450.000,1390.000,1137.000,1024.000,899.000,649.000,742.000,710.000,383.000
2.02.04,Provisões,10611.000,11279.000,11908.000,12890.000,14650.000,18201.000,19424.000,22966.000,27148.000,30982.000,35374.000,38113.000,43822.000,50009.000,57352.000,64080.000,74719.000,88312.000,100578.000,118216.000,122917.000,132654.000,142896.000,157293.000,163780.000,170989.000,171027.000,168128.000,154906.000,153828.000,162191.000,157593.000,148956.000,143374.000,140425.000,146444.000,147411.000,143900.000,133458.000,122252.000,106156.000,96102.000,75501.000,66606.000,65399.000,63091.000,56490.000,48631.000,38464.000,36845.000,34617.000,33094.000,36414.000,37828.000,36501.000,39724.000,42756.000,37466.000,38135.000
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.02.06,Lucros e Receitas a Apropriar,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03,Patrimônio Líquido Consolidado,1195384.000,1647359.000,1649992.000,1705509.000,1632314.000,1623024.000,1590375.000,1541989.000,1439170.000,1526470.000,1621064.000,1682375.000,1579047.000,1580677.000,1676952.000,1721384.000,1700318.000,1756011.000,1721707.000,1732396.000,1712013.000,1716926.000,1620943.000,1699055.000,1448085.000,1443031.000,1388679.000,1244255.000,1065594.000,1010290.000,923638.000,848702.000,782508.000,780881.000,636162.000,1008128.000,946655.000,887696.000,846873.000,811240.000,791272.000,784135.000,728011.000,677659.000,661234.000,672860.000,663286.000,665119.000,622022.000,626439.000,631199.000,585567.000,535514.000,513623.000,480659.000,437785.000,385798.000,383254.000,323854.000
2.03.01,Capital Social Realizado,668858.000,1051129.000,1051059.000,1049926.000,1055544.000,1055510.000,1055510.000,1055510.000,1055510.000,1072816.000,1055510.000,1055510.000,1072816.000,1072816.000,1072816.000,1072816.000,1072816.000,1072816.000,1072816.000,1072816.000,1072816.000,1072816.000,1072816.000,1269840.000,1272816.000,1333249.000,1422816.000,1422816.000,1422816.000,1422816.000,1422816.000,1422816.000,1422816.000,1422816.000,1422816.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000,1868316.000
2.03.02,Reservas de Capital,8620.000,346597.000,346875.000,13631.000,-21006.000,-23847.000,-22966.000,-22138.000,13366.000,213937.000,233691.000,19037.000,299934.000,256518.000,256996.000,259408.000,365996.000,370285.000,376000.000,377693.000,545007.000,539894.000,539899.000,537981.000,88834.000,87566.000,87533.000,87571.000,-11471.000,-11471.000,-11471.000,-11471.000,-11471.000,-11471.000,-11471.000,-30302.000,-39682.000,-39682.000,-39682.000,-39682.000,-39682.000,-39682.000,-39682.000,-39682.000,-39682.000,-39682.000,-39682.000,-39682.000,-41038.000,-41038.000,-41038.000,-40283.000,-40283.000,-40283.000,-40283.000,-40283.000,-39682.000,-35573.000,-39682.000
2.03.03,Reservas de Reavaliação,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03.04,Reservas de Lucros,360123.000,21402.000,21402.000,355757.000,470692.000,470692.000,450114.000,450114.000,244417.000,28623.000,28623.000,235337.000,39680.000,39680.000,39680.000,39680.000,47448.000,47448.000,47448.000,47448.000,59326.000,59326.000,59326.000,59326.000,59326.000,59326.000,59326.000,59326.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4109.000
2.03.05,Lucros/Prejuízos Acumulados,0.000,60827.000,127802.000,176520.000,0.000,-11333.000,-8760.000,-65215.000,0.000,42385.000,115582.000,177849.000,0.000,36076.000,115790.000,147656.000,0.000,30038.000,61374.000,69132.000,0.000,2428.000,-89383.000,-197445.000,0.000,-63433.000,-203424.000,-345443.000,-362284.000,-415956.000,-501782.000,-575149.000,-639336.000,-641434.000,-785574.000,-837628.000,-888069.000,-946489.000,-986829.000,-1022222.000,-1052921.000,-1079288.000,-1134415.000,-1179503.000,-1238385.000,-1245436.000,-1254782.000,-1253126.000,-1237340.000,-1233194.000,-1228617.000,-1236604.000,-1293508.000,-1314178.000,-1345486.000,-1388300.000,-1446319.000,-1454103.000,-1513465.000
2.03.06,Ajustes de Avaliação Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03.07,Ajustes Acumulados de Conversão,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03.08,Outros Resultados Abrangentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03.09,Participação dos Acionistas Não Controladores,157783.000,167404.000,102854.000,109675.000,127084.000,132002.000,116477.000,123718.000,125877.000,168709.000,187658.000,194642.000,166617.000,175587.000,191670.000,201824.000,214058.000,235424.000,164069.000,165307.000,34864.000,42462.000,38285.000,29353.000,27109.000,26323.000,22428.000,19985.000,16533.000,14901.000,14075.000,12506.000,10499.000,10970.000,10391.000,7742.000,6090.000,5551.000,5068.000,4828.000,15559.000,34789.000,33792.000,28528.000,70985.000,89662.000,89434.000,89611.000,32084.000,32355.000,32538.000,-5862.000,989.000,-232.000,-1888.000,-1948.000,3483.000,4614.000,4576.000
