cd_conta_padrao,ds_conta_padrao,2015-T2,2015-T3,2015-T4,2016-T2,2016-T3,2016-T4,2017-T2,2017-T3,2017-T4,2018-T2,2018-T3,2018-T4,2019-T2,2019-T3,2019-T4,2020-T2,2020-T3,2020-T4,2021-T2,2021-T3,2021-T4,2022-T2,2022-T3,2022-T4,2023-T2,2023-T3,2023-T4,2024-T2,2024-T3,2024-T4,2025-T2,2025-T3,2025-T4
2.02.01,Empréstimos e Financiamentos,2602785.0,2885098.0,2367660.0,1992082.0,2496886.0,2836628.0,2873043.0,3087131.0,2219477.0,3810549.0,3639581.0,3238267.0,5550970.0,5257338.0,3697601.0,5265579.0,5305851.0,5655328.0,4895666.0,5365594.0,4937521.0,7441181.0,7391742.0,7730834.0,7970665.0,7703419.0,7951436.0,8317507.0,8182654.0,7652261.0,9056794.0,9630747.0,9323127.0
2.02.02,Outras Obrigações,380476.0,337233.0,386046.0,357431.0,338698.0,390139.0,312445.0,311757.0,315395.0,262080.0,259025.0,258425.0,313933.0,324171.0,251556.0,518773.0,728482.0,528538.0,799953.0,677945.0,715095.0,921173.0,936406.0,936600.0,1289537.0,1570383.0,1235530.0,2142334.0,2183174.0,2056868.0,2281131.0,2367496.0,2243277.0
2.02.03,Tributos Diferidos,346925.0,192057.0,323811.0,291766.0,287714.0,232774.0,960396.0,997857.0,663143.0,992925.0,991229.0,1007923.0,1008531.0,956436.0,988760.0,726029.0,679720.0,746226.0,1035935.0,991189.0,834822.0,1062210.0,1025372.0,1111225.0,1040485.0,968719.0,997134.0,716554.0,782576.0,821353.0,876994.0,848853.0,792961.0
2.02.04,Provisões,52637.0,52575.0,55430.0,61324.0,64127.0,60643.0,98030.0,94440.0,101715.0,99788.0,100481.0,99122.0,106111.0,101127.0,162130.0,98439.0,99509.0,100283.0,104549.0,105592.0,102256.0,96041.0,100916.0,87006.0,112034.0,111014.0,111541.0,121953.0,123805.0,124166.0,125946.0,131497.0,121033.0
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02.06,Lucros e Receitas a Apropriar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03,Patrimônio Líquido Consolidado,2716802.0,2445148.0,2616085.0,2802798.0,2857696.0,2648365.0,3214610.0,3331032.0,3403320.0,3233527.0,3257083.0,3289775.0,3518535.0,3426766.0,3391010.0,3392609.0,3655110.0,3346676.0,4476401.0,4485743.0,3986589.0,5382589.0,5452022.0,5318425.0,6078936.0,6167343.0,5912363.0,6478956.0,6567680.0,6862371.0,6934315.0,6971483.0,6699362.0
2.03.01,Capital Social Realizado,812992.0,931340.0,812992.0,931340.0,1064972.0,931340.0,1438672.0,1549302.0,1438672.0,1549302.0,1696652.0,1549302.0,1696652.0,1696652.0,1696652.0,1696652.0,2071819.0,1696652.0,2071819.0,2681571.0,2071819.0,2681571.0,3161384.0,2681571.0,3161384.0,3941717.0,3161384.0,3941717.0,4445192.0,3941717.0,4445192.0,4819109.0,4445192.0
2.03.02,Reservas de Capital,8548.0,9519.0,6823.0,-17246.0,-24410.0,-11329.0,-72681.0,-71569.0,-73793.0,-224682.0,-224682.0,-213104.0,-47450.0,-81916.0,-224682.0,-121943.0,-139997.0,-121943.0,-139997.0,-139997.0,-139997.0,-139997.0,-139997.0,-139997.0,-139997.0,-139997.0,-139997.0,-285744.0,0.0,-16325.0,-90323.0,-90323.0,-90323.0
2.03.03,Reservas de Reavaliação,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.04,Reservas de Lucros,390562.0,272214.0,390562.0,430436.0,296804.0,432656.0,606198.0,469810.0,606198.0,850894.0,682676.0,833258.0,748168.0,741614.0,902685.0,1182573.0,814343.0,1164945.0,1530108.0,756773.0,1503717.0,1716274.0,1168559.0,1676377.0,1848563.0,820179.0,1828496.0,1818821.0,900904.0,1818821.0,1164152.0,790235.0,1164152.0
2.03.05,Lucros/Prejuízos Acumulados,35031.0,61282.0,0.0,41267.0,114050.0,0.0,120298.0,183037.0,0.0,88752.0,139284.0,0.0,73003.0,110390.0,0.0,101798.0,428197.0,0.0,167843.0,507564.0,0.0,69655.0,222647.0,0.0,47932.0,448480.0,0.0,-42509.0,147086.0,0.0,64883.0,92700.0,0.0
2.03.06,Ajustes de Avaliação Patrimonial,1469669.0,1170793.0,1405708.0,1417001.0,1406280.0,1295698.0,1122123.0,1200452.0,1432243.0,969261.0,963153.0,1120319.0,1048162.0,960026.0,1016355.0,533529.0,480748.0,607022.0,846628.0,679832.0,551050.0,1055086.0,1039429.0,1100474.0,1161054.0,1096964.0,1062480.0,1046671.0,1074498.0,1118158.0,1350411.0,1359762.0,1180341.0
2.03.07,Ajustes Acumulados de Conversão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.08,Outros Resultados Abrangentes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.09,Participação dos Acionistas Não Controladores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
