cd_conta,ds_conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.06.01,Receitas Financeiras,16422.0,5373.0,5451.0,1274.0,1309.0,10325.0,905.0,5033.0,11401.0,2116.0,3566.0,10395.0,8565.0,14666.0,11370.0,9059.0,5003.0,11591.0,12391.0,10890.0,7932.0,8111.0,14395.0
3.06.02,Despesas Financeiras,-56307.0,-46449.0,-56011.0,-47025.0,-43654.0,-52474.0,-48304.0,-62365.0,-65658.0,-58139.0,-66042.0,-66406.0,-70213.0,-74716.0,-69986.0,-63155.0,-61327.0,-63829.0,-65517.0,-64155.0,-63874.0,-66799.0,-77488.0
3.07,Resultado Antes dos Tributos sobre o Lucro,-25064.0,-56761.0,-72878.0,-14378.0,-64084.0,-59448.0,-47851.0,-50235.0,-42560.0,-35303.0,-32977.0,-42091.0,-28752.0,-13405.0,-12462.0,-7766.0,-12384.0,7043.0,3494.0,-2101.0,-334.0,9326.0,12380.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-462.0,-149.0,-321.0,-656.0,-619.0,-1020.0,-373.0,-540.0,-744.0,-1021.0,-1090.0,-1900.0,-1545.0,-1478.0,-1545.0,-1127.0,-2176.0,-1271.0,-394.0,-930.0,-2253.0,-3205.0,-4574.0
3.09,Resultado Líquido das Operações Continuadas,25526.0,56910.0,73199.0,15034.0,64703.0,60468.0,48224.0,50775.0,43304.0,36324.0,34067.0,43991.0,30297.0,14883.0,14007.0,8893.0,14560.0,5772.0,3100.0,-14713.0,2587.0,6121.0,7806.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro/Prejuízo Consolidado do Período,25526.0,56910.0,73199.0,15034.0,64703.0,60468.0,48224.0,50775.0,43304.0,36324.0,34067.0,43991.0,30297.0,14883.0,14007.0,8893.0,14560.0,5772.0,3100.0,-14713.0,2587.0,6121.0,7806.0
3.11.01,Atribuído a Sócios da Empresa Controladora,-25326.0,-56570.0,-73124.0,-15940.0,-64630.0,-60694.0,0.0,-98033.0,-43864.0,-37149.0,-35101.0,-44757.0,-31761.0,-16467.0,-15305.0,-10378.0,-16038.0,3709.0,1298.0,-4907.0,-4689.0,4811.0,6196.0
3.11.02,Atribuído a Sócios Não Controladores,-200.0,-340.0,-75.0,906.0,-73.0,226.0,0.0,-966.0,560.0,825.0,1034.0,766.0,1464.0,1584.0,1298.0,1485.0,1478.0,2063.0,1802.0,1876.0,2102.0,1310.0,1610.0
3.99,Lucro por Ação (Reais/Ação),-0.157,-0.3211,-0.415,-0.05,-0.3335,-0.3132,-0.2518,0.0344,-0.2262,-0.1891,-0.1779,-0.2204,-0.1596,-0.0828,-0.0769,0.6638,-0.0741,0.0172,0.006,-0.023,-0.0218,0.0223,0.0287
