cd_conta,conta,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2.02.04,Provisões,262607.000,268228.000,266626.000,259974.000,233842.000,229007.000,230582.000,231226.000,230124.000,188165.000,194440.000,197126.000,169526.000,174282.000,172276.000,178432.000,182847.000,190151.000,195636.000,183069.000,184989.000,160574.000,127556.000,116624.000,293052.000,282281.000,285069.000,251524.000
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.02.06,Lucros e Receitas a Apropriar,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03,Patrimônio Líquido Consolidado,1115039.000,1864510.000,1886840.000,1912021.000,2739570.000,2710612.000,2578031.000,2549305.000,2654800.000,2524431.000,2589805.000,2841207.000,2995009.000,2825946.000,2844628.000,2785872.000,3000196.000,2871159.000,2878201.000,2842703.000,3012719.000,3080261.000,3142338.000,3180776.000,3308488.000,3262552.000,3455690.000,3536833.000
2.03.01,Capital Social Realizado,1035720.000,1035720.000,1035720.000,1035720.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000,1847177.000
2.03.02,Reservas de Capital,10516.000,10516.000,10516.000,10516.000,11647.000,13097.000,14547.000,16013.000,19375.000,20272.000,23198.000,25590.000,26499.000,28899.000,29481.000,29587.000,30863.000,31228.000,33566.000,37788.000,41381.000,37085.000,11535.000,15435.000,14922.000,-17221.000,-25051.000,-15234.000
2.03.03,Reservas de Reavaliação,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03.04,Reservas de Lucros,0.000,0.000,0.000,0.000,882914.000,882914.000,958902.000,958902.000,792570.000,793432.000,796890.000,800269.000,1121578.000,1121578.000,1121578.000,1121578.000,1122409.000,1122409.000,1122409.000,1122409.000,1124744.000,1124744.000,1124744.000,1124744.000,1439134.000,1439134.000,1439134.000,1439134.000
2.03.05,Lucros/Prejuízos Acumulados,65042.000,816479.000,842247.000,861354.000,0.000,-55365.000,-247446.000,-275654.000,0.000,-139401.000,-73628.000,166897.000,0.000,-152724.000,-150628.000,-212024.000,0.000,-126345.000,-122121.000,-166355.000,0.000,70854.000,154713.000,197531.000,0.000,4074.000,204387.000,273857.000
2.03.06,Ajustes de Avaliação Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03.07,Ajustes Acumulados de Conversão,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03.08,Outros Resultados Abrangentes,3759.000,1793.000,-1644.000,4429.000,-2170.000,22787.000,4849.000,2865.000,-4324.000,2950.000,-3834.000,1272.000,-248.000,-18981.000,-2980.000,-449.000,-254.000,-3309.000,-2829.000,1673.000,-586.000,398.000,4165.000,-4115.000,7251.000,-10614.000,-9959.000,-8103.000
2.03.09,Participação dos Acionistas Não Controladores,2.000,2.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,1.000,2.000,2.000,3.000,-3.000,0.000,3.000,1.000,-1.000,-1.000,11.000,3.000,3.000,4.000,4.000,4.000,2.000,2.000,2.000
